Index,busmap
way/157902099-380,NL
way/158180423-150,NL
way/158595367-150,NL
way/158595374-150,NL
way/162176187-380,NL
way/776770261-380,NL
way/162179855-150,NL
way/162180850-150,NL
way/162181125-150,NL
way/162183344-150,NL
way/162275050-150,NL
way/162458470-150,NL
way/162458472-150,NL
way/162465283-150,NL
way/162534333-150,NL
way/162534334-150,NL
way/162534335-150,NL
way/162790139-150,NL
way/162790141-150,NL
way/162791828-150,NL
way/162794290-150,NL
way/162911982-150,NL
way/162911985-150,NL
way/162916228-150,NL
way/162916229-150,NL
way/162916230-150,NL
way/163031243-150,NL
way/163031244-150,NL
way/163135974-150,NL
way/163138891-150,NL
way/163308444-150,NL
way/163308445-150,NL
way/163308446-150,NL
way/163401492-150,NL
way/163401493-150,NL
way/163401494-150,NL
way/163401495-150,NL
way/163405156-150,NL
way/163405157-150,NL
way/163484690-150,NL
way/163484693-150,NL
way/163989110-150,NL
way/163989111-150,NL
way/163989113-150,NL
way/163989114-150,NL
way/163996254-150,NL
way/163996255-150,NL
way/163996256-150,NL
way/163996257-150,NL
way/164093713-150,NL
way/164093714-150,NL
way/164093715-150,NL
way/164093716-150,NL
way/164243417-150,NL
way/164243418-150,NL
way/164243419-150,NL
way/164510602-150,NL
way/164510603-150,NL
way/164646417-150,NL
way/164646418-150,NL
way/165083352-150,NL
way/165083353-150,NL
way/165242802-380,NL
way/165250724-150,NL
way/165278337-150,NL
way/165278338-150,NL
way/166838681-150,NL
way/167695568-380,NL
way/168037483-220,NL
way/171267263-150,NL
way/178699856-380,NL
way/195430872-150,NL
way/198335271-150,NL
way/198335272-150,NL
way/198623630-150,NL
way/203405922-150,NL
way/238004455-150,NL
way/267537949-150,NL
way/271381256-150,NL
way/278372328-150,NL
way/279763540-150,NL
way/787912161-150,NL
way/308181656-380,NL
way/1101850566-380,NL
way/313734933-150,NL
way/313734935-150,NL
way/395808096-150,NL
way/426406308-150,NL
way/477949333-380,NL
way/787919158-380,NL
way/492848570-150,NL
way/577158336-380,NL
way/977562878-380,NL
way/662637091-150,NL
way/669239516-150,NL
way/677997272-150,NL
way/693745438-380,NL
way/696525579-150,NL
way/696750501-150,NL
way/700846836-380,NL
way/716826513-150,NL
way/717200590-150,NL
way/717200591-150,NL
way/717299458-150,NL
way/723528920-380,NL
way/919734658-380,NL
way/775337394-150,NL
way/776801284-150,NL
way/919951848-380,NL
way/921069367-150,NL
way/931207696-150,NL
way/934114405-380,NL
way/943476902-150,NL
way/943485833-150,NL
way/951425548-150,NL
way/991435911-150,NL
way/991708947-150,NL
way/991757559-150,NL
way/1031524261-150,NL
way/1099434374-220,NL
way/1117606094-150,NL
way/1139125625-150,NL
way/1196308645-150,NL
way/1196309937-150,NL
way/1205235768-150,NL
way/1218950123-380,NL
way/1266807630-220,NL
way/1266908852-150,NL
way/278901938-220,NL
way/1275266044-380,NL
way/1283385798-150,NL
way/1283408806-150,NL
way/1337145064-220,NL
way/1342601328-150,NL
way/1342626557-150,NL
way/1395177263-150,NL
way/1410333292-150,NL
way/1420428473-150,NL
way/1420428478-150,NL
way/1429182119-150,NL
way/26938543-132,NO
way/27030901-132,NO
way/28028051-132,NO
way/114414014-420,NO
way/36780360-132,NO
way/37907251-420,NO
way/39694172-132,NO
way/46832312-132,NO
way/48306065-132,NO
way/50881349-132,NO
way/51522063-132,NO
way/51855380-420,NO
way/60495669-420,NO
way/71356608-300,NO
way/90273427-300,NO
way/100151486-420,NO
way/100648754-300,NO
way/100657505-132,NO
relation/10582233-132,NO
way/100661367-132,NO
way/100666299-132,NO
way/100666305-132,NO
way/104728501-132,NO
way/106966310-132,NO
way/107475267-132,NO
way/109845074-132,NO
way/110049548-132,NO
way/111654009-132,NO
way/113442999-300,NO
way/114845318-420,NO
way/114318083-420,NO
way/114336709-300,NO
way/114669733-300,NO
way/114897970-132,NO
way/118231876-300,NO
way/119823786-132,NO
way/120105564-132,NO
way/120279477-300,NO
way/128291126-132,NO
way/128406208-420,NO
way/133756725-132,NO
way/134989247-132,NO
way/152442972-132,NO
way/154904137-132,NO
way/163116969-132,NO
way/165500085-132,NO
way/166227080-300,NO
way/684372280-132,NO
way/179044834-132,NO
way/181885992-132,NO
way/187555858-300,NO
way/197866182-420,NO
way/202200066-420,NO
way/205115991-420,NO
way/206628449-420,NO
relation/8520950-300,NO
way/228085650-132,NO
way/228400493-132,NO
way/229806969-420,NO
way/229806970-420,NO
way/232893576-420,NO
way/240202234-420,NO
way/244179408-420,NO
way/252924745-420,NO
way/254428135-420,NO
way/257192868-220,NO
way/261717967-300,NO
way/265770276-300,NO
relation/18303428-132,NO
relation/7871517-300,NO
way/287685850-420,NO
relation/8536441-300,NO
way/288812256-300,NO
way/289304185-300,NO
way/290360704-300,NO
way/290373414-300,NO
way/290390502-300,NO
way/290562151-300,NO
way/295444089-420,NO
way/295444099-420,NO
way/296229069-420,NO
way/296269262-132,NO
way/296271258-132,NO
way/297388897-300,NO
way/307323708-300,NO
way/325550726-132,NO
way/329581503-132,NO
way/329581506-132,NO
way/329807473-132,NO
way/329807474-132,NO
way/329807476-132,NO
relation/7859166-132,NO
way/331597523-132,NO
way/350332649-420,NO
way/355844786-300,NO
way/358915801-420,NO
way/358981810-132,NO
way/382779348-132,NO
way/390485709-132,NO
way/393140772-132,NO
way/393738557-132,NO
way/400655824-300,NO
way/430780474-300,NO
way/432917507-132,NO
way/432965756-132,NO
way/432965765-300,NO
way/432969239-132,NO
way/435669205-132,NO
way/440170580-300,NO
way/442950344-132,NO
way/445514503-300,NO
way/469098816-420,NO
way/475820066-420,NO
way/492424183-132,NO
way/493018044-420,NO
way/495195764-132,NO
way/503746987-132,NO
way/506005159-132,NO
way/511117400-132,NO
way/542630292-132,NO
way/544779821-132,NO
way/546262597-300,NO
way/546738957-132,NO
way/547444145-132,NO
way/547743430-420,NO
way/548201542-132,NO
way/548201553-420,NO
way/548339577-132,NO
way/548370344-132,NO
way/548370360-132,NO
way/548473094-420,NO
way/548627778-132,NO
way/548709529-420,NO
way/548935479-132,NO
way/549449181-300,NO
way/549449182-300,NO
way/549858213-132,NO
way/550033067-132,NO
way/550190735-132,NO
way/550195650-132,NO
way/550378158-132,NO
way/550388264-132,NO
way/550454423-132,NO
way/550454471-132,NO
way/551037431-132,NO
way/551074064-132,NO
way/551194981-132,NO
way/551246032-132,NO
way/551246037-132,NO
way/551246087-132,NO
way/551911925-132,NO
way/551964031-420,NO
way/552672002-132,NO
relation/8269874-150,NO
way/553394414-132,NO
way/553436080-132,NO
way/554278944-132,NO
way/554551085-300,NO
way/554596361-132,NO
way/554596405-132,NO
way/556184388-132,NO
way/566190961-132,NO
way/572898605-132,NO
way/572898616-420,NO
way/572898618-420,NO
way/572898626-420,NO
way/576502833-132,NO
way/577998803-420,NO
way/579583500-132,NO
way/579944545-132,NO
way/580164332-132,NO
way/580268636-132,NO
way/580388626-132,NO
way/580685135-132,NO
way/581435428-132,NO
way/584434419-132,NO
way/586116281-132,NO
way/586152359-132,NO
way/586502774-132,NO
relation/8281954-132,NO
way/586667770-132,NO
way/587053818-132,NO
way/587053918-132,NO
way/587348300-132,NO
way/587356986-132,NO
relation/8289305-132,NO
way/587607517-132,NO
way/587607521-132,NO
way/587726948-132,NO
way/587793855-132,NO
way/587793886-132,NO
way/587922055-132,NO
way/588074267-132,NO
way/588443638-132,NO
way/588985297-132,NO
way/589009876-132,NO
way/589085618-132,NO
way/610484703-132,NO
way/612087812-132,NO
way/613587460-420,NO
way/614152851-132,NO
way/615122820-132,NO
way/615122824-420,NO
way/615547771-132,NO
way/615763612-132,NO
way/617335959-132,NO
way/617504274-132,NO
way/631983832-300,NO
way/633489251-132,NO
way/633840104-420,NO
way/633896066-420,NO
way/634681118-132,NO
way/634983438-132,NO
way/636261741-132,NO
way/636416587-132,NO
way/636416589-132,NO
way/636578362-132,NO
way/636688272-132,NO
way/636875282-300,NO
way/636937734-132,NO
way/636937741-132,NO
way/636957241-132,NO
way/637005916-300,NO
way/640796702-420,NO
way/643494389-132,NO
way/646643338-132,NO
way/648848845-300,NO
way/656067277-132,NO
way/657434624-132,NO
way/660846340-132,NO
way/671956023-132,NO
way/671990789-132,NO
way/671990791-132,NO
way/671990796-132,NO
way/685025511-132,NO
way/708130867-132,NO
way/709830245-132,NO
way/711130655-132,NO
way/749676336-300,NO
way/751563721-132,NO
way/751563722-132,NO
way/751563723-132,NO
way/751953137-132,NO
way/753593226-132,NO
way/122228401-132,NO
way/753706331-132,NO
way/761955347-132,NO
way/799370310-300,NO
way/830169275-132,NO
way/830770515-420,NO
way/839518631-132,NO
way/840096758-132,NO
way/842022592-132,NO
way/842385259-420,NO
way/842686943-132,NO
way/848422115-132,NO
way/856546575-132,NO
relation/11781403-132,NO
way/879822770-132,NO
way/883151328-420,NO
way/904842988-132,NO
way/907569101-132,NO
way/909351380-132,NO
way/945690733-132,NO
way/949236575-132,NO
way/953796939-132,NO
way/968741818-132,NO
way/999060720-132,NO
way/1003297482-132,NO
way/1003297484-132,NO
way/1004193643-132,NO
way/1028850312-300,NO
way/1028850314-300,NO
way/1030291023-132,NO
way/1035089073-132,NO
way/1036809822-132,NO
way/1050275156-132,NO
way/1054444277-132,NO
way/1054444285-132,NO
way/1054444293-132,NO
way/1078030962-132,NO
way/1080209770-132,NO
way/1080209784-132,NO
way/1081119424-132,NO
way/1092520738-132,NO
way/1140662370-420,NO
way/1151524305-132,NO
way/1156161502-300,NO
way/1156216252-132,NO
way/1156551462-132,NO
relation/7879876-300,NO
way/1158040163-132,NO
way/1158040189-132,NO
way/1158467047-132,NO
way/1160239696-132,NO
way/1165232853-132,NO
way/1166289460-132,NO
way/1167477250-132,NO
way/1183396853-132,NO
way/1191984325-132,NO
way/1191984327-132,NO
way/1201685391-132,NO
way/1258376987-132,NO
way/1419567932-132,NO
relation/7222461-150,BE
relation/7578992-380,BE
relation/18894378-150,BE
relation/11278540-400,FR
relation/11372549-225,FR
relation/17328947-225,FR
relation/2452471-275,GB 24
relation/7650368-400,GB 6
relation/7872518-400,GB 6
relation/7872639-132,GB 11
relation/7873198-132,GB 1
relation/7879831-400,GB 7
relation/7879994-132,GB 7
relation/7880111-400,GB 8
relation/7881280-400,GB 16
relation/7886014-400,GB 14
relation/7891422-132,GB 14
relation/7892475-132,GB 14
relation/7894974-400,GB 23
relation/7894975-400,GB 20
relation/8087295-275,GB 29
relation/8160182-132,GB 7
relation/8799993-132,GB 8
relation/8820981-132,GB 5
relation/8820982-132,GB 7
relation/9409219-400,GB 2
relation/9410111-132,GB 7
relation/9559960-132,GB 2
relation/9572254-400,GB 1
relation/9572717-132,GB 1
relation/9598269-400,GB 15
relation/10377509-400,GB 23
relation/11051275-400,GB 20
relation/11543333-400,GB 21
relation/11749977-132,GB 11
relation/12543034-275,GB 7
relation/12677642-132,GB 7
relation/12688327-132,GB 7
relation/12691320-132,GB 5
relation/12692055-132,GB 14
relation/12692056-132,GB 14
relation/12698636-132,GB 14
relation/12841365-132,GB 14
relation/13110368-400,GB 14
relation/13578433-132,GB 15
relation/14921826-400,GB 21
relation/18605478-132,GB 7
relation/19396462-400,GB 8
relation/19897532-275,GB 7
relation/17073815-150,NL
relation/19692297-150,NL
relation/3993780-420,NO
relation/7802012-300,NO
relation/7805329-300,NO
relation/7809753-300,NO
relation/7809978-132,NO
relation/7809979-132,NO
relation/7812776-420,NO
relation/7814748-300,NO
relation/7822777-132,NO
relation/7822779-132,NO
relation/7823781-132,NO
relation/7826009-132,NO
relation/7830809-132,NO
relation/7833928-132,NO
relation/7836216-132,NO
relation/7836646-132,NO
relation/7838162-132,NO
relation/7838302-132,NO
relation/7838303-132,NO
relation/7839089-420,NO
relation/7839091-132,NO
relation/7839720-420,NO
relation/7842286-300,NO
relation/7845549-300,NO
relation/7847764-420,NO
relation/7851611-300,NO
relation/7852285-132,NO
relation/7854480-132,NO
relation/7854485-420,NO
relation/7858702-132,NO
relation/7858703-132,NO
relation/7858707-132,NO
relation/7859164-132,NO
relation/7867734-132,NO
relation/7877635-132,NO
relation/7879875-132,NO
relation/7879878-420,NO
relation/7883264-300,NO
relation/7883882-300,NO
relation/7893972-132,NO
relation/7898635-132,NO
relation/7900839-132,NO
relation/7906068-132,NO
relation/7908449-132,NO
relation/7908566-132,NO
relation/7911013-132,NO
relation/7916354-132,NO
relation/7917482-132,NO
relation/7917484-132,NO
relation/7920297-132,NO
relation/7928147-420,NO
relation/8177974-132,NO
relation/8182117-420,NO
way/284868564-300,NO
relation/8196063-300,NO
relation/8198185-132,NO
relation/12793253-132,NO
relation/8204366-132,NO
relation/8205422-132,NO
relation/8205424-132,NO
relation/8206955-300,NO
relation/8206957-132,NO
relation/8209417-132,NO
relation/8209705-132,NO
relation/8211981-300,NO
relation/8218324-132,NO
relation/8222072-132,NO
relation/8226032-132,NO
relation/8239198-300,NO
relation/8243549-132,NO
relation/8251802-132,NO
relation/8271838-132,NO
relation/8274347-132,NO
relation/8276522-132,NO
relation/8277461-132,NO
relation/8278085-132,NO
relation/8279949-132,NO
relation/8280181-132,NO
relation/8280502-132,NO
relation/8280563-132,NO
relation/8280652-132,NO
relation/8280921-132,NO
relation/8281952-132,NO
relation/8283080-132,NO
relation/8285305-132,NO
relation/16367084-132,NO
relation/8288762-132,NO
relation/8288766-132,NO
relation/8292077-132,NO
relation/8292079-132,NO
relation/8292614-132,NO
relation/8293880-132,NO
relation/8293948-420,NO
relation/8296003-132,NO
relation/8296010-132,NO
relation/8296013-132,NO
relation/8296015-132,NO
relation/8297300-132,NO
relation/8298078-132,NO
relation/8300691-132,NO
relation/8301304-132,NO
relation/8301307-132,NO
relation/8306512-132,NO
relation/8306711-132,NO
relation/8307477-132,NO
relation/8332571-300,NO
relation/8473044-420,NO
relation/8474078-132,NO
relation/8476872-300,NO
relation/8476873-132,NO
relation/8481866-300,NO
relation/8482013-300,NO
relation/8482142-132,NO
relation/8483382-132,NO
relation/8483385-132,NO
relation/8483600-132,NO
relation/8483936-132,NO
way/1258376995-420,NO
relation/8492197-132,NO
relation/8519996-132,NO
relation/8519998-132,NO
relation/13534535-420,NO
relation/8529286-132,NO
relation/8534189-132,NO
relation/8535593-132,NO
relation/8536118-132,NO
relation/8538736-132,NO
relation/8538817-132,NO
way/510471501-300,NO
relation/8682110-132,NO
relation/8721337-300,NO
relation/8810106-132,NO
relation/8810108-132,NO
relation/8810204-132,NO
relation/8812587-132,NO
relation/8812588-132,NO
relation/8814880-132,NO
relation/8820859-132,NO
relation/8822265-132,NO
relation/8825748-132,NO
relation/8825750-132,NO
relation/8825751-132,NO
relation/8834783-132,NO
relation/8834935-300,NO
relation/8835181-132,NO
relation/8835295-132,NO
relation/8835425-132,NO
relation/8835473-132,NO
relation/8835482-132,NO
relation/8835529-132,NO
relation/8836349-132,NO
relation/8836351-300,NO
relation/8837348-132,NO
relation/8837899-300,NO
relation/8839231-132,NO
relation/8839877-132,NO
relation/8840346-132,NO
relation/8842621-132,NO
relation/8842623-132,NO
relation/8846883-300,NO
relation/8846916-300,NO
relation/8847096-300,NO
way/592411512-300,NO
relation/8853222-132,NO
relation/8857031-300,NO
relation/8857363-300,NO
relation/12832052-420,NO
relation/8860331-420,NO
relation/8864887-300,NO
relation/8886202-420,NO
relation/8886668-132,NO
relation/8890360-300,NO
relation/8890887-420,NO
way/830169273-420,NO
relation/8896922-300,NO
relation/9008654-132,NO
relation/8999778-132,NO
relation/8999781-132,NO
relation/9022118-132,NO
relation/9032385-300,NO
relation/9122797-132,NO
relation/9189189-132,NO
relation/9332345-132,NO
relation/9344645-132,NO
relation/9344646-132,NO
relation/9344826-132,NO
relation/9346333-132,NO
relation/9347309-132,NO
relation/9550728-132,NO
relation/9552168-300,NO
relation/9552170-132,NO
relation/9686605-132,NO
relation/9846123-132,NO
relation/9849057-132,NO
relation/9876947-132,NO
relation/9922066-132,NO
relation/10056249-132,NO
relation/10056251-132,NO
relation/10077392-132,NO
relation/10086891-300,NO
relation/10086892-132,NO
relation/10104222-420,NO
relation/10175479-300,NO
relation/10220813-420,NO
relation/10308957-300,NO
relation/10327289-300,NO
relation/10336704-132,NO
relation/10355948-132,NO
relation/10355950-132,NO
relation/10381724-132,NO
relation/10381726-132,NO
relation/10384523-132,NO
relation/10386410-132,NO
relation/10386982-132,NO
relation/10547156-300,NO
relation/10876752-132,NO
relation/11036958-420,NO
relation/11512349-300,NO
relation/11547182-132,NO
relation/11556053-132,NO
relation/11567744-132,NO
relation/11568631-420,NO
relation/11571309-132,NO
relation/11601413-132,NO
relation/11601416-132,NO
relation/11601417-132,NO
relation/11636421-132,NO
relation/12254347-132,NO
relation/12274653-420,NO
relation/12277754-300,NO
relation/12678806-132,NO
relation/12678808-132,NO
relation/12796302-132,NO
relation/12969006-300,NO
relation/13009239-132,NO
relation/13155548-132,NO
relation/13284557-132,NO
relation/13284559-132,NO
relation/13284560-132,NO
way/325545118-300,NO
relation/13307505-132,NO
relation/13405042-132,NO
relation/13418254-132,NO
relation/13418255-132,NO
relation/13447790-420,NO
relation/13794556-132,NO
relation/13851427-132,NO
relation/13876394-132,NO
relation/13989591-300,NO
relation/14018338-132,NO
relation/14071297-132,NO
relation/14071300-132,NO
relation/14071303-132,NO
relation/14071305-132,NO
relation/14071307-132,NO
relation/14072633-132,NO
relation/14339814-132,NO
relation/14347510-132,NO
relation/14347513-132,NO
relation/14465930-132,NO
relation/14543183-132,NO
relation/14758048-132,NO
relation/14887977-132,NO
relation/15347271-132,NO
relation/15389848-132,NO
relation/15389850-132,NO
relation/15768153-132,NO
relation/16005161-132,NO
relation/17011862-132,NO
relation/17099135-300,NO
relation/17207906-132,NO
relation/17478333-132,NO
relation/17512687-132,NO
relation/17818396-132,NO
relation/17818399-132,NO
relation/17818400-132,NO
relation/18555173-132,NO
relation/18667239-420,NO
relation/19581815-300,NO
BE21-150,BE
BE27-150,BE
BE20-150,BE
BE76-150,BE
BE33-150,BE
BE40-150,BE
BE37-150,BE
BE35-150,BE
BE71-150,BE
BE34-150,BE
BE54-150,BE
BE30-150,BE
BE48-150,BE
BE50-150,BE
BE57-150,BE
way/50939989-150,BE
BE115-150,BE
BE46-150,BE
way/111312141-150,BE
way/160976850-150,BE
BE31-150,BE
BE74-150,BE
BE19-150,BE
BE15-150,BE
BE56-150,BE
BE42-150,BE
BE12-150,BE
BE24-150,BE
BE28-150,BE
BE23-150,BE
BE44-150,BE
BE52-150,BE
BE66-150,BE
BE79-150,BE
DK98-132,DK
DK121-150,DK
DK40-150,DK
DK9-150,DK
way/381890733-150,DK
DK15-150,DK
DK107-150,DK
DK8-150,DK
DK156-132,DK
DK45-150,DK
FR944-150,FR
FR935-150,FR
FR934-150,FR
way/818615618-150,FR
GB434-132,GB 9
GB436-132,GB 2
GB438-132,GB 2
GB148-132,GB 16
GB47-132,GB 23
GB247-132,GB 14
GB454-132,GB 1
GB350-132,GB 10
GB332-132,GB 5
GB260-132,GB 11
GB275-132,GB 11
GB263-132,GB 6
GB395-132,GB 8
GB453-132,GB 1
GB331-132,GB 7
GB450-132,GB 1
GB378-132,GB 7
GB374-132,GB 7
GB379-132,GB 7
GB302-132,GB 6
GB385-132,GB 5
GB281-132,GB 14
GB276-132,GB 14
GB228-132,GB 15
GB12-132,GB 27
GB7-132,GB 26
GB66-132,GB 23
GB56-132,GB 23
GB78-132,GB 21
GB80-132,GB 21
GB76-132,GB 21
GB57-132,GB 23
GB279-132,GB 14
GB321-132,GB 6
GB127-132,GB 16
GB412-132,GB 4
GB441-132,GB 1
GB282-132,GB 14
GB277-132,GB 14
way/90547671-132,GB 16
GB142-132,GB 16
GB430-132,GB 10
GB429-132,GB 10
GB310-132,GB 11
GB273-132,GB 14
GB218-132,GB 15
GB249-132,GB 14
GB294-132,GB 11
GB349-132,GB 7
GB353-132,GB 7
GB358-132,GB 7
GB351-132,GB 7
GB360-132,GB 7
GB365-132,GB 7
GB295-132,GB 14
GB458-132,GB 1
GB170-132,GB 16
GB257-132,GB 12
GB264-132,GB 6
GB398-132,GB 8
GB256-132,GB 11
GB325-132,GB 5
GB421-132,GB 10
GB225-132,GB 22
GB128-132,GB 16
GB417-132,GB 10
GB335-132,GB 5
GB356-132,GB 7
GB244-132,GB 14
GB291-132,GB 6
GB133-132,GB 16
GB322-132,GB 5
GB19-132,GB 27
GB460-132,GB 1
GB129-132,GB 16
GB400-132,GB 7
GB221-132,GB 15
GB280-132,GB 14
GB445-132,GB 1
GB229-132,GB 22
GB137-132,GB 15
GB163-132,GB 15
GB362-132,GB 7
GB116-132,GB 16
GB407-132,GB 5
GB138-132,GB 16
GB149-132,GB 15
GB172-132,GB 16
GB167-132,GB 19
GB182-132,GB 16
GB152-132,GB 15
GB352-132,GB 7
GB243-132,GB 14
GB266-132,GB 14
GB143-132,GB 16
GB286-132,GB 14
GB82-132,GB 21
GB84-132,GB 21
GB270-132,GB 6
GB254-132,GB 14
GB54-132,GB 23
GB245-132,GB 14
GB259-132,GB 14
GB272-132,GB 14
GB150-132,GB 20
GB130-132,GB 20
GB418-132,GB 10
GB347-132,GB 10
GB157-132,GB 16
GB457-132,GB 1
GB387-132,GB 10
GB431-132,GB 9
GB298-132,GB 6
GB375-132,GB 7
GB368-132,GB 7
GB227-132,GB 15
GB17-132,GB 27
GB337-132,GB 7
GB4-132,GB 29
GB18-132,GB 27
GB8-132,GB 26
GB26-132,GB 28
GB28-132,GB 25
GB34-132,GB 24
GB29-132,GB 28
GB118-132,GB 16
GB132-132,GB 16
GB231-132,GB 15
GB220-132,GB 15
GB216-132,GB 15
GB212-132,GB 15
GB177-132,GB 15
GB184-132,GB 15
GB348-132,GB 7
GB456-132,GB 1
GB9-132,GB 27
GB60-132,GB 23
GB261-132,GB 14
GB425-132,GB 9
GB22-132,GB 25
GB24-132,GB 25
GB455-132,GB 1
GB354-132,GB 7
GB415-132,GB 5
GB174-132,GB 15
GB428-132,GB 9
GB386-132,GB 7
GB414-132,GB 10
GB446-132,GB 1
GB166-132,GB 16
GB424-132,GB 10
GB338-132,GB 7
GB355-132,GB 7
GB394-132,GB 7
GB439-132,GB 9
GB39-132,GB 23
GB189-132,GB 15
GB131-132,GB 16
GB33-132,GB 24
GB452-132,GB 1
GB444-132,GB 1
GB449-132,GB 1
GB326-132,GB 5
GB27-132,GB 24
GB59-132,GB 23
GB334-132,GB 7
GB224-132,GB 15
GB1-132,GB 29
GB65-132,GB 23
NL23-150,NL
NL53-150,NL
NL40-150,NL
NL51-150,NL
NL22-150,NL
NL50-150,NL
NO414-132,NO
NO411-132,NO
NO21-132,NO
NO92-132,NO
NO392-132,NO
NO88-132,NO
NO284-132,NO
NO418-132,NO
NO157-132,NO
NO161-132,NO
NO158-132,NO
NO445-132,NO
NO424-132,NO
NO365-132,NO
NO434-132,NO
NO331-132,NO
NO444-132,NO
NO51-132,NO
NO305-132,NO
NO317-132,NO
NO323-132,NO
NO189-132,NO
NO6-132,NO
NO8-132,NO
NO224-132,NO
NO225-132,NO
NO258-132,NO
NO244-132,NO
NO248-132,NO
NO240-132,NO
NO201-132,NO
NO204-132,NO
NO181-132,NO
NO182-132,NO
NO177-132,NO
NO170-132,NO
NO168-132,NO
NO173-132,NO
NO200-132,NO
relation/14022167-132,NO
NO285-132,NO
NO283-132,NO
NO282-132,NO
NO287-132,NO
NO337-132,NO
NO372-132,NO
NO377-132,NO
NO374-132,NO
NO433-132,NO
NO373-132,NO
NO16-132,NO
NO20-132,NO
NO19-132,NO
NO26-132,NO
NO24-132,NO
NO23-132,NO
NO47-132,NO
NO35-132,NO
NO33-132,NO
NO31-132,NO
NO37-132,NO
NO59-132,NO
NO54-132,NO
NO52-132,NO
NO53-132,NO
NO80-132,NO
NO78-132,NO
NO79-132,NO
NO81-132,NO
NO101-132,NO
NO102-132,NO
NO415-132,NO
NO426-132,NO
NO111-132,NO
NO105-132,NO
NO112-132,NO
NO139-132,NO
NO138-132,NO
NO145-132,NO
NO320-132,NO
NO316-132,NO
NO306-132,NO
NO325-132,NO
NO297-132,NO
NO299-132,NO
NO312-132,NO
NO313-132,NO
NO280-132,NO
NO438-132,NO
NO271-132,NO
NO108-132,NO
NO106-132,NO
NO107-132,NO
NO256-132,NO
NO326-132,NO
NO32-132,NO
NO27-132,NO
NO50-132,NO
NO376-132,NO
BE7-150,BE
BE5-150,BE
BE10-150,BE
BE1-150,BE
BE18-150,BE
way/27417716-150,BE
way/1236930261-150,FR
GB215-132,GB 13
GB416-132,GB 10
GB343-132,GB 11
GB380-150,GB 10
GB122-132,GB 20
GB113-132,GB 20
GB223-132,GB 11
GB40-132,GB 23
GB269-132,GB 14
GB25-132,GB 25
GB451-150,GB 9
GB74-132,GB 21
GB58-132,GB 23
way/1389293909-170,GB 20
GB209-132,GB 22
GB202-132,GB 22
GB204-132,GB 22
GB208-132,GB 22
GB213-132,GB 22
GB95-132,GB 21
GB154-132,GB 16
NL43-150,NL
NL44-150,NL
NO318-132,NO
NO44-132,NO
NO40-132,NO
NO41-132,NO
NO83-132,NO
way/633489248-132,NO
NO180-132,NO
NO324-132,NO
NO410-132,NO
NO327-132,NO
NO216-132,NO
NO435-132,NO
NO150-132,NO
NO436-132,NO
NO45-132,NO
DK173-132,DK
DK174-132,DK
DK124-150,DK
DK114-150,DK
way/94167590-150,DK
GB11-132,GB 27
NL26-150,NL
NL19-150,NL
way/825954426-380,BE
way/23141400-380,BE
BE29-380,BE
BE53-380,BE
BE98-380,BE
BE84-220,BE
BE135-220,BE
BE95-380,BE
way/204812413-380,BE
BE41-380,BE
way/97285747-220,BE
BE147-220,BE
way/45393856-400,DK
DK13-400,DK
DK11-400,DK
DK6-400,DK
DK106-400,DK
DK104-400,DK
way/118990858-400,DK
DK86-400,DK
DK48-400,DK
FR308-225,FR
FR405-225,FR
FR486-225,FR
FR227-225,FR
FR207-225,FR
FR312-225,FR
FR321-225,FR
FR776-225,FR
FR804-225,FR
FR355-400,FR
FR737-225,FR
FR485-400,FR
FR193-400,FR
FR221-225,FR
FR809-225,FR
FR704-400,FR
FR412-225,FR
way/229370541-225,FR
FR305-225,FR
FR570-225,FR
FR557-225,FR
FR481-225,FR
FR1054-225,FR
FR294-225,FR
FR1043-225,FR
FR375-225,FR
FR392-225,FR
FR400-225,FR
FR398-225,FR
FR410-400,FR
FR409-400,FR
FR622-225,FR
FR679-225,FR
FR473-225,FR
FR469-225,FR
way/1234916243-225,FR
FR807-225,FR
FR765-225,FR
FR767-225,FR
FR775-225,FR
FR178-400,FR
FR798-225,FR
FR716-225,FR
FR849-225,FR
FR852-225,FR
FR795-225,FR
FR800-225,FR
FR802-225,FR
FR790-225,FR
FR862-225,FR
FR868-225,FR
FR663-225,FR
FR866-225,FR
FR810-225,FR
FR806-225,FR
FR357-225,FR
FR899-225,FR
FR260-225,FR
way/589672379-225,FR
FR796-225,FR
FR201-225,FR
FR20-225,FR
way/166620444-225,FR
FR134-225,FR
FR125-225,FR
FR436-225,FR
FR23-225,FR
way/170028621-400,FR
FR81-400,FR
FR414-225,FR
FR135-225,FR
FR298-400,FR
FR959-225,FR
way/658880521-225,FR
FR196-225,FR
FR250-225,FR
FR205-225,FR
FR955-225,FR
FR354-225,FR
FR376-400,FR
FR286-225,FR
FR291-225,FR
FR404-225,FR
FR145-225,FR
FR929-225,FR
FR366-225,FR
FR482-225,FR
FR363-225,FR
FR843-225,FR
FR747-225,FR
FR132-225,FR
FR1-225,FR
FR21-225,FR
FR654-225,FR
FR123-225,FR
FR229-225,FR
FR338-225,FR
FR197-225,FR
FR1052-225,FR
FR1025-225,FR
FR496-225,FR
FR534-225,FR
FR592-225,FR
FR465-225,FR
FR682-225,FR
FR811-400,FR
FR88-225,FR
FR620-225,FR
FR343-225,FR
FR978-400,FR
