Index,busmap
way/1409483752-220,GB B0
way/1409483753-220,GB B0
GB_way/690326584-220,GB B0
GB_way/895593221-220,GB B1a-B0
way/1388533383-220,GB B5-B4
way/1388533384-220,GB B5-B4
GB_way/1078525351-220,GB B5-B4
way/1393665249-132,GB B8-NW3-B7a
GB_way/635947176-254,GB B8-NW3-B7a
way/1392853091-132,GB B9-B8-NW3
GB_way/635829119-220,GB B9-SW1-EC5-B13-LE1-SC1.5
GB_way/264105401-150,GB SC3-SC2
way/635713005-220,GB B8-NW3-B7a
way/1392651456-132,GB B7a-B6
